Battery,Weight,NoOfCameras,Is5GSupport,IsDualSimSupport,ModelYear,Company,FrameRate,Price
4288,224,2,False,True,2020,Realme,90,111.52
5374,133,2,False,False,2022,Vivo,60,1891.36
2632,202,4,True,False,2025,Realme,120,1039.85
4686,134,5,False,True,2022,OnePlus,90,1027.4
3749,138,2,False,False,2025,Realme,120,1341.06
4302,214,4,False,True,2020,Samsung,60,1426.31
2642,226,5,False,False,2022,Samsung,90,1258.76
4562,248,2,True,False,2021,IPhone,60,411.42
3554,203,2,True,True,2021,Vivo,60,232.2
5748,250,5,True,True,2018,IPhone,60,1180.62
4677,180,2,True,False,2022,IPhone,90,683.59
3909,186,2,False,True,2020,Realme,60,1863.16
3152,124,5,False,True,2024,Samsung,60,1615.65
4588,204,5,True,False,2020,Samsung,60,1391.9
3337,191,5,False,True,2019,Realme,120,1201.52
5245,168,2,False,True,2020,Samsung,90,1406.5
5660,158,5,False,True,2019,Samsung,60,1096.42
2658,221,2,False,True,2018,Realme,90,1780.65
5586,244,5,True,True,2019,OnePlus,60,680.6
4729,197,5,False,False,2022,Realme,90,1624.17
3633,237,2,True,True,2021,Vivo,60,1572.7
4656,189,5,True,False,2021,Samsung,90,1061.55
2675,190,1,False,True,2018,Oppo,60,1005.15
2876,122,5,True,True,2022,OnePlus,120,380.94
3945,236,3,True,True,2021,Samsung,60,864.03
2655,237,2,True,True,2024,Oppo,120,317.34
4879,146,4,False,False,2019,OnePlus,60,1682.31
5291,175,4,True,True,2022,Realme,60,1169.0
3268,154,2,True,False,2025,OnePlus,60,681.94
5042,194,5,True,True,2019,IPhone,120,683.36
5436,182,2,False,True,2021,Vivo,90,789.3
5373,141,3,False,False,2020,OnePlus,120,447.99
4087,162,4,True,False,2018,Oppo,120,309.59
5857,236,4,False,True,2020,IPhone,120,419.15
5533,202,3,False,False,2024,OnePlus,120,1973.54
2761,178,4,True,True,2018,OnePlus,90,1422.76
5788,190,5,False,False,2023,OnePlus,120,811.68
3024,120,3,False,True,2023,Oppo,60,724.77
4809,213,3,False,False,2018,Realme,120,324.73
4805,151,3,False,True,2024,Samsung,120,573.33
2814,153,4,False,False,2018,Samsung,90,244.29
4131,127,1,True,True,2022,Realme,90,207.18
3827,156,4,False,True,2020,Realme,120,1855.71
3368,225,3,False,False,2024,Realme,60,685.41
4821,233,3,True,False,2018,IPhone,120,1192.19
5738,195,5,True,True,2025,IPhone,90,1329.6
3830,215,2,False,True,2019,Vivo,60,1423.38
5731,133,4,False,True,2022,OnePlus,60,919.21
3749,188,3,False,False,2020,OnePlus,90,148.5
5904,144,4,True,True,2024,OnePlus,90,1855.36
5627,149,2,False,False,2018,Samsung,120,293.49
3499,175,1,True,False,2025,OnePlus,60,1674.99
3549,196,2,True,True,2018,Vivo,120,760.17
4709,196,1,True,True,2023,Oppo,120,969.18
3303,232,4,False,True,2022,OnePlus,120,1693.22
4388,223,5,False,False,2025,OnePlus,60,162.84
3167,130,4,True,True,2025,IPhone,90,538.86
5857,129,5,False,True,2019,OnePlus,90,1225.83
3482,229,1,True,False,2020,IPhone,90,721.24
4567,232,5,True,True,2018,OnePlus,120,119.67
4285,155,3,True,False,2025,Samsung,90,1588.76
5303,146,5,False,True,2025,IPhone,60,811.65
2644,232,3,False,False,2021,OnePlus,90,942.98
3384,171,2,False,True,2022,Vivo,60,1913.57
3841,165,4,False,True,2020,Oppo,60,1414.37
5674,134,3,True,False,2018,Oppo,90,1202.26
3348,207,5,True,False,2023,Oppo,60,260.63
2623,243,2,True,True,2025,Oppo,60,1420.47
4210,192,2,True,True,2021,Vivo,60,486.01
4461,249,2,True,True,2023,Vivo,120,1659.12
5230,153,4,True,False,2024,IPhone,120,146.31
5344,250,5,False,False,2025,Oppo,90,264.07
5689,248,4,True,False,2023,IPhone,60,1632.6
4960,147,2,False,True,2022,OnePlus,120,817.19
5510,136,4,False,False,2021,IPhone,60,1070.2
2541,142,3,False,False,2020,Vivo,120,665.23
3156,148,2,False,True,2023,Oppo,90,864.99
3716,144,4,True,True,2024,Vivo,60,125.82
2613,147,5,True,False,2018,Oppo,90,1984.01
3102,165,4,False,False,2023,IPhone,60,507.54
4972,187,2,True,False,2024,Oppo,60,358.35
5423,229,4,False,True,2023,IPhone,90,1753.25
5637,130,2,True,False,2018,Realme,60,1232.28
4881,244,4,False,True,2019,Vivo,120,115.68
5917,220,4,True,False,2020,Realme,60,254.84
4110,127,5,True,False,2019,OnePlus,90,453.35
3691,162,3,False,False,2023,IPhone,90,1606.17
3017,127,2,False,True,2024,OnePlus,60,1432.2
3141,208,3,False,False,2021,Samsung,120,1600.26
5260,168,5,True,True,2022,IPhone,60,1883.19
4958,241,3,True,False,2020,Samsung,120,1413.43
5239,143,3,True,False,2025,Oppo,120,1549.48
2946,212,3,False,True,2022,Vivo,60,821.45
5710,249,5,False,True,2025,IPhone,60,1373.6
4634,188,4,True,True,2019,IPhone,120,674.77
4501,149,5,False,False,2024,Realme,90,1923.1
3087,153,5,True,True,2025,Realme,120,673.34
4545,229,4,True,True,2025,IPhone,90,1085.78
5134,174,4,True,True,2020,OnePlus,120,366.78
4142,201,1,True,False,2023,Oppo,120,1929.35
4083,186,5,True,False,2025,Vivo,60,544.82
3358,178,5,True,False,2023,IPhone,90,1465.62
4965,174,4,True,False,2024,Samsung,60,1764.22
4265,186,4,True,False,2022,OnePlus,120,1181.2
4842,225,5,True,False,2021,IPhone,120,1255.98
5052,220,5,True,True,2020,OnePlus,60,1829.34
5191,199,2,True,True,2022,Oppo,120,739.63
4578,207,5,False,True,2025,Oppo,120,996.42
4340,143,3,False,True,2024,OnePlus,60,1236.62
3070,228,3,True,True,2021,Oppo,90,1177.63
4590,223,2,False,True,2018,Realme,120,322.92
5446,214,5,False,False,2021,OnePlus,60,1207.21
2543,142,4,True,False,2023,IPhone,90,127.55
3876,156,2,True,True,2023,OnePlus,120,294.53
3733,166,2,False,True,2021,IPhone,60,198.01
3688,194,5,False,True,2024,OnePlus,120,1518.69
5563,153,3,False,True,2021,OnePlus,90,572.67
4165,128,5,True,False,2021,IPhone,60,359.85
5866,129,4,False,False,2019,Samsung,90,181.42
3082,185,2,True,False,2023,Vivo,90,681.92
5176,189,4,True,True,2019,Realme,60,403.87
4385,190,1,False,False,2019,Realme,60,630.04
3048,210,3,True,True,2020,Realme,90,1430.32
2506,141,4,True,True,2022,Oppo,120,1723.57
5042,237,2,False,True,2024,Vivo,120,1127.48
5228,187,1,True,False,2021,Oppo,120,1936.42
4269,206,2,True,False,2023,Vivo,60,1502.1
5668,246,2,True,True,2024,Oppo,60,1047.1
5986,215,1,False,True,2024,IPhone,120,1310.21
3593,244,5,False,True,2018,OnePlus,60,946.92
5243,172,4,False,False,2023,Oppo,60,580.41
2553,146,3,False,True,2019,IPhone,120,921.12
2785,132,3,False,False,2025,Samsung,120,1205.45
5059,226,3,False,False,2023,OnePlus,90,793.72
5694,201,5,True,True,2024,Realme,120,1154.52
5332,133,3,False,False,2019,Realme,60,135.28
2647,194,4,True,False,2022,IPhone,60,1650.3
2645,141,2,False,True,2023,Oppo,60,1008.7
4512,204,5,True,False,2023,IPhone,60,1120.98
5582,237,2,False,False,2020,Samsung,90,1714.09
5985,141,2,False,True,2019,Vivo,90,625.18
3770,184,5,True,True,2019,OnePlus,90,423.36
3565,228,5,True,True,2023,OnePlus,120,1233.96
2661,244,5,False,False,2020,Vivo,120,1421.19
4128,204,4,True,False,2022,IPhone,90,1405.72
2624,216,1,True,True,2018,Oppo,90,1217.96
5313,153,4,False,True,2021,OnePlus,120,1120.52
4373,216,2,False,True,2020,Realme,60,1985.92
3061,204,3,True,True,2019,OnePlus,60,1012.78
5845,195,2,True,True,2020,OnePlus,90,1047.25
5466,203,5,True,True,2023,IPhone,60,1695.85
3065,184,2,True,False,2019,Samsung,60,982.22
4094,138,1,False,False,2018,Vivo,60,1310.91
3836,207,2,True,True,2018,Vivo,90,1818.44
3683,224,1,False,False,2018,Oppo,60,370.93
4524,130,3,True,False,2024,Realme,60,295.27
2818,144,1,True,False,2023,IPhone,120,366.12
4105,154,4,False,True,2024,Realme,120,1756.24
4101,168,5,True,True,2024,IPhone,120,406.87
3432,248,1,False,True,2022,IPhone,60,1070.56
2813,215,3,True,False,2025,IPhone,60,419.56
4367,147,1,True,False,2024,Realme,120,1560.03
3647,159,1,False,True,2020,Vivo,60,899.84
5524,202,5,False,False,2018,Samsung,90,589.63
3876,163,5,False,False,2021,Realme,90,1261.58
4452,235,4,False,False,2022,OnePlus,60,1911.84
4025,168,5,False,True,2022,Samsung,60,1084.33
5975,120,2,False,False,2024,OnePlus,120,800.67
4860,231,5,False,True,2025,IPhone,60,1482.52
2619,200,5,True,False,2025,Oppo,120,102.84
2950,230,4,True,True,2021,Vivo,60,558.46
4566,177,3,False,True,2025,Samsung,90,707.58
5405,234,2,True,True,2018,Vivo,90,862.96
4648,180,3,False,False,2021,Realme,90,1182.4
5343,126,2,True,False,2020,Vivo,90,1012.98
4750,249,5,True,True,2018,Realme,60,1025.38
4594,192,2,True,True,2024,IPhone,60,1334.0
5961,153,3,True,True,2019,Oppo,90,1498.66
4697,184,2,True,False,2020,Oppo,60,521.88
5790,211,2,False,True,2023,Oppo,120,1077.78
5981,226,3,True,False,2024,Oppo,60,1519.0
3083,141,3,True,True,2023,Oppo,60,298.34
2609,123,5,False,False,2020,Vivo,60,1309.65
2697,235,4,False,False,2025,Vivo,90,239.86
3499,186,3,True,False,2019,IPhone,60,1280.19
3001,131,5,False,False,2024,Samsung,60,1772.75
4972,177,3,True,True,2022,IPhone,90,866.26
4405,138,4,True,True,2018,Vivo,90,841.28
4542,250,4,True,False,2023,OnePlus,90,1802.18
3604,196,1,False,False,2021,Oppo,60,668.18
3381,134,1,False,False,2023,OnePlus,90,1481.74
2874,129,4,True,True,2025,Vivo,90,903.55
2839,182,4,True,False,2024,IPhone,90,1721.58
4168,223,2,False,False,2019,Samsung,90,713.98
4106,130,1,True,False,2018,Vivo,60,897.06
2774,145,1,False,False,2022,IPhone,120,1802.1
5073,132,3,False,True,2023,OnePlus,120,190.22
2981,150,3,True,False,2019,Oppo,90,1053.51
2607,212,3,True,True,2023,Samsung,60,1164.19
4912,169,5,False,True,2025,Oppo,60,734.61
5201,192,5,True,False,2021,Realme,120,1075.91
3073,168,5,True,True,2023,Oppo,60,1771.53
3308,170,2,False,True,2019,IPhone,60,802.44
5971,170,5,False,False,2020,IPhone,60,199.96
3851,145,4,True,False,2024,Realme,120,1823.87
4523,174,2,False,True,2020,IPhone,120,1435.15
3698,138,5,False,False,2018,Vivo,60,1692.21
5927,223,1,False,True,2021,Realme,90,347.88
5427,148,5,True,True,2022,OnePlus,60,1693.82
4560,166,1,False,True,2019,OnePlus,120,538.14
4225,197,2,False,False,2021,OnePlus,60,714.56
4968,242,4,True,False,2024,Samsung,120,542.41
5829,144,5,False,False,2025,Samsung,120,962.09
2551,168,4,True,False,2021,IPhone,120,1998.34
5014,179,3,True,True,2018,Oppo,90,426.53
2845,211,2,False,False,2023,Vivo,60,938.09
4533,135,2,True,True,2023,Realme,60,1268.38
5083,195,1,False,True,2024,IPhone,60,332.81
5990,189,1,False,True,2024,Realme,120,1931.79
4182,165,4,False,False,2024,Realme,60,1230.45
5525,157,5,False,False,2025,OnePlus,90,1413.34
4985,164,2,True,False,2019,Oppo,120,640.66
4950,230,3,True,False,2025,Samsung,120,553.14
4264,249,1,False,False,2020,Realme,90,839.92
3334,141,2,True,True,2018,OnePlus,90,869.46
4313,173,4,True,False,2019,OnePlus,90,488.0
5364,159,2,True,True,2025,Realme,60,1015.42
5370,183,4,True,True,2019,Samsung,120,323.95
3633,247,2,False,False,2022,IPhone,60,1028.02
4949,222,5,True,False,2021,Vivo,60,1437.85
4351,188,5,False,False,2021,IPhone,90,141.93
4611,201,4,False,True,2022,IPhone,120,466.19
5104,143,2,False,False,2025,Samsung,60,1892.05
3924,211,3,True,False,2022,Samsung,60,1792.44
3443,236,1,False,True,2019,IPhone,120,1244.18
4724,165,3,False,True,2019,Samsung,120,1387.07
4083,149,1,True,False,2025,Vivo,120,667.61
3587,143,3,True,True,2025,OnePlus,90,1979.39
4762,161,5,False,True,2018,Oppo,90,1180.51
3915,246,2,True,False,2021,Samsung,90,200.44
4685,122,2,True,True,2025,Realme,60,140.38
4841,152,4,True,False,2025,OnePlus,90,1865.51
5127,249,1,False,True,2024,Realme,120,1709.92
2526,245,1,True,False,2019,IPhone,90,561.35
4523,134,4,False,True,2018,OnePlus,90,1880.42
4965,179,4,False,False,2020,Realme,90,1722.59
3102,203,3,True,False,2022,Vivo,90,876.54
2639,240,5,True,False,2020,Realme,120,637.29
5104,151,4,False,True,2020,OnePlus,90,1254.78
3977,161,5,False,False,2023,Oppo,60,631.44
4053,140,4,False,False,2022,Realme,60,152.95
3798,129,2,True,True,2021,Vivo,90,1535.57
4270,222,2,False,True,2023,Vivo,90,848.68
2694,120,1,False,True,2021,Vivo,60,1498.38
4234,179,5,True,True,2022,Oppo,90,458.29
4278,144,4,True,False,2022,Oppo,90,551.36
5965,135,4,False,True,2020,Oppo,90,1503.63
2722,192,5,False,False,2020,OnePlus,120,761.91
3824,217,2,True,False,2019,Vivo,60,1485.42
3645,123,1,False,False,2022,Vivo,120,963.19
3061,162,3,False,True,2021,Samsung,60,121.26
5478,179,1,True,True,2024,Vivo,90,1902.09
5700,179,2,True,True,2024,OnePlus,120,1687.13
3965,222,2,False,True,2019,Vivo,120,1709.88
4783,239,5,True,True,2018,Oppo,90,305.52
4463,190,5,False,False,2018,Realme,120,1033.05
3617,156,1,False,True,2020,Samsung,60,1895.81
5510,180,1,False,True,2024,Oppo,90,521.09
4619,249,3,True,True,2018,OnePlus,90,1522.19
2790,228,2,False,False,2025,OnePlus,120,1670.75
3760,133,5,False,True,2022,Realme,120,393.33
2571,185,1,False,False,2020,Realme,60,1842.78
4503,157,4,True,True,2021,Vivo,120,1033.46
5158,148,1,False,False,2021,IPhone,120,664.89
3731,138,1,False,False,2024,IPhone,90,546.24
5590,153,2,False,False,2021,Realme,90,1974.02
5482,158,5,False,True,2018,IPhone,90,228.02
4398,152,2,False,False,2023,Vivo,90,1647.59
5953,157,4,False,False,2019,IPhone,60,1411.89
5085,221,1,True,True,2020,Vivo,60,1309.2
4553,215,3,False,False,2023,Realme,60,295.53
2521,151,5,True,True,2025,IPhone,90,1870.92
3785,232,4,True,False,2021,Samsung,120,1127.18
3518,240,4,False,False,2019,OnePlus,60,1196.94
5501,184,2,False,True,2019,OnePlus,60,612.14
3296,236,5,True,True,2020,Oppo,60,1536.07
4431,132,5,False,False,2022,IPhone,90,492.3
3454,239,3,True,False,2022,Realme,60,1485.13
2977,232,5,True,True,2019,Realme,60,1762.58
5326,136,2,True,True,2018,Samsung,60,1887.72
5312,138,2,False,True,2025,Realme,60,610.91
4681,163,3,False,True,2018,IPhone,90,431.18
4208,125,5,False,False,2019,Realme,120,726.34
4255,232,1,False,False,2020,Vivo,60,606.64
2651,207,4,True,True,2024,Oppo,120,1012.15
5518,199,2,False,True,2019,Samsung,120,969.7
3249,176,5,False,True,2019,Vivo,90,1810.23
5018,139,1,True,False,2025,OnePlus,120,1782.96
3485,245,5,True,True,2024,IPhone,90,240.72
4788,149,3,False,True,2024,IPhone,60,1499.39
3941,137,2,False,False,2019,Realme,90,1111.4
3529,170,1,False,True,2018,Samsung,60,464.62
5369,204,2,True,False,2024,Realme,120,787.74
3289,232,5,True,True,2022,OnePlus,120,1996.14
4568,178,3,True,False,2021,Oppo,90,1101.93
5200,242,2,True,False,2025,Samsung,120,1752.07
2846,198,2,True,True,2024,Oppo,90,1540.14
2724,240,3,True,True,2018,Realme,120,286.28
5838,130,4,False,False,2020,Samsung,120,883.93
3274,128,4,True,False,2025,OnePlus,90,955.83
5935,121,5,True,False,2024,OnePlus,120,1362.63
2812,186,1,True,True,2025,Vivo,90,977.0
4236,232,5,False,True,2024,Oppo,120,246.52
4400,169,1,True,True,2024,Oppo,90,972.74
5584,234,4,True,True,2019,Vivo,90,551.51
3317,238,5,False,False,2021,Vivo,60,1848.35
5840,225,1,False,False,2024,Realme,120,355.61
3677,123,4,False,True,2020,Realme,60,1144.69
4625,166,4,True,False,2019,Oppo,60,495.4
3781,206,4,True,False,2018,IPhone,60,894.2
4746,248,5,True,True,2019,OnePlus,60,300.97
4759,120,3,False,False,2024,IPhone,120,197.17
4691,184,3,True,True,2020,OnePlus,90,499.79
4694,124,4,True,True,2019,IPhone,90,1832.84
3868,227,4,True,False,2025,Realme,90,493.09
3344,157,4,True,False,2023,Samsung,60,1694.98
4926,237,3,True,True,2023,Vivo,90,1403.01
4713,231,1,False,True,2023,IPhone,120,1205.0
3339,236,5,False,True,2024,Vivo,120,1820.4
2512,233,3,False,True,2018,IPhone,120,328.07
4357,187,4,True,False,2025,Vivo,120,910.86
4424,216,3,True,False,2019,OnePlus,90,1124.47
5132,177,1,False,False,2024,IPhone,60,1780.44
2861,235,2,True,False,2019,Realme,90,1564.65
4368,137,1,True,True,2018,Samsung,90,1843.35
3239,131,1,True,False,2021,Realme,60,946.31
2857,198,3,False,False,2022,Realme,60,1856.28
5393,153,3,True,True,2025,Oppo,90,487.43
2933,149,1,False,True,2019,Samsung,120,241.75
2782,216,2,True,False,2024,Vivo,60,184.23
2862,193,3,True,True,2024,Oppo,90,276.75
2696,138,2,False,True,2025,Realme,60,349.15
3911,205,5,True,True,2021,Realme,120,1403.39
4446,230,3,True,True,2020,Realme,90,1542.84
3450,169,4,False,False,2022,OnePlus,120,274.98
2640,153,3,True,True,2024,OnePlus,60,1187.08
2956,211,2,False,True,2022,OnePlus,90,631.51
4730,143,4,True,True,2021,Samsung,60,1144.3
4178,209,2,False,False,2024,OnePlus,60,1329.98
3388,163,4,False,False,2020,Vivo,120,461.95
5629,190,3,False,True,2021,Vivo,60,1048.81
3014,187,2,False,False,2025,Samsung,90,1402.8
5567,213,5,False,True,2021,Samsung,90,721.87
5958,208,2,True,False,2023,Samsung,60,593.22
5448,201,5,False,True,2023,IPhone,120,1906.56
5891,235,5,True,False,2021,Samsung,120,466.95
2661,211,1,True,True,2025,Oppo,60,1587.55
5371,213,4,True,False,2022,Oppo,120,1436.7
3646,124,4,False,False,2020,IPhone,60,1978.43
4796,199,1,False,True,2019,Oppo,90,131.42
2866,247,3,False,False,2020,Realme,60,1905.9
3403,132,5,False,False,2025,OnePlus,90,795.15
2505,234,5,True,False,2025,Samsung,60,1411.0
2749,243,1,False,False,2023,Realme,90,363.12
3831,155,4,False,True,2024,IPhone,60,829.73
3687,151,3,True,True,2024,Samsung,60,852.17
3312,149,3,False,True,2018,OnePlus,90,1979.63
3630,224,5,False,False,2025,Vivo,90,297.27
4330,131,1,True,True,2019,IPhone,90,1944.86
5245,243,4,False,False,2022,Samsung,120,1768.2
2839,218,2,True,True,2025,IPhone,120,1982.3
3099,222,5,False,False,2022,IPhone,120,886.22
4838,221,1,False,True,2023,Vivo,120,170.89
3954,183,3,True,False,2021,Samsung,120,241.75
4967,197,4,False,True,2024,Oppo,120,1809.8
5496,173,2,False,True,2021,OnePlus,60,518.89
5476,218,4,False,False,2019,OnePlus,90,1505.47
3018,139,1,False,False,2025,Vivo,60,1100.29
5000,247,5,False,False,2023,OnePlus,60,1233.77
3427,192,3,False,False,2025,Vivo,90,1910.21
2824,199,4,False,False,2024,IPhone,90,1662.86
5768,163,3,False,True,2025,Oppo,120,1108.65
4179,221,2,True,True,2023,Oppo,60,1338.26
2540,148,2,False,True,2023,Vivo,60,1407.73
5559,164,1,True,False,2022,IPhone,60,1272.94
4463,244,2,False,False,2022,Oppo,60,1006.77
3839,144,3,False,False,2022,Samsung,90,1247.32
4006,121,5,True,True,2021,Vivo,60,1986.59
3212,192,2,False,True,2018,OnePlus,60,1517.17
5328,236,3,False,True,2025,OnePlus,120,1771.95
4738,241,1,False,True,2021,OnePlus,90,991.11
5238,243,1,False,True,2024,Oppo,60,1497.29
3761,143,3,False,True,2024,Samsung,90,1590.76
3064,201,3,True,False,2019,Realme,90,795.36
5855,159,3,True,False,2022,Realme,90,535.49
5826,141,1,True,True,2025,Vivo,90,1455.01
5863,235,3,True,False,2021,IPhone,90,355.05
3656,145,5,True,True,2025,OnePlus,90,577.95
4077,125,2,True,False,2020,Oppo,120,267.52
3306,240,1,False,True,2021,Samsung,120,107.14
5340,241,2,False,False,2021,OnePlus,90,1911.97
3212,120,5,False,False,2019,IPhone,120,1549.37
5012,227,5,False,True,2023,Oppo,60,1205.86
5937,165,3,False,False,2021,Vivo,60,613.13
5766,147,2,True,True,2018,Samsung,60,1641.52
4870,249,1,True,True,2023,Oppo,120,1805.97
4379,135,1,True,True,2025,OnePlus,60,233.56
3665,153,3,False,True,2022,Samsung,60,1959.74
5346,179,4,False,True,2018,Realme,90,663.63
5575,218,3,False,True,2025,Vivo,90,1881.87
4478,227,4,False,True,2022,Vivo,90,521.64
4684,210,5,False,True,2024,Realme,120,409.09
5592,132,4,False,True,2021,Realme,90,1705.8
5015,158,4,True,True,2019,Samsung,60,1510.22
5968,135,3,False,True,2019,Realme,120,948.18
5201,132,4,True,True,2023,Vivo,90,532.03
2780,143,2,True,False,2018,Samsung,60,361.14
3504,173,1,False,False,2022,Oppo,60,1168.6
5113,195,5,False,False,2022,Vivo,60,1792.01
4578,237,2,True,True,2019,Realme,90,593.07
2906,137,2,True,True,2023,Samsung,90,1220.83
3173,179,4,False,True,2024,OnePlus,120,1641.83
4294,120,2,False,True,2024,Vivo,60,1529.19
3606,168,4,False,True,2020,Vivo,90,613.34
5697,127,2,True,True,2021,Vivo,120,1848.78
4686,214,5,True,False,2019,OnePlus,120,370.1
4281,200,2,False,True,2020,Vivo,60,1910.26
5100,227,5,False,False,2024,Oppo,60,1263.7
2810,215,2,True,False,2023,OnePlus,120,885.3
3638,167,5,False,False,2025,Vivo,90,175.95
4233,157,4,False,True,2021,OnePlus,120,1169.98
5754,199,4,True,False,2024,IPhone,120,1064.71
3220,145,4,False,False,2023,OnePlus,120,1319.99
4956,206,4,False,True,2022,Samsung,120,1503.26
4672,178,4,True,True,2018,OnePlus,90,1632.67
5954,121,5,False,False,2024,Realme,90,938.53
2887,170,1,True,True,2018,OnePlus,90,498.54
5439,241,3,True,False,2020,OnePlus,120,1822.52
2600,143,3,False,False,2023,Vivo,60,1603.94
4501,235,2,False,True,2023,OnePlus,120,392.92
2696,122,5,False,True,2021,OnePlus,90,304.88
2720,138,5,True,True,2024,OnePlus,90,1739.07
2558,245,2,False,True,2019,Samsung,60,929.29
3000,166,5,True,False,2022,Vivo,60,1452.02
5135,179,2,False,False,2025,Samsung,60,1176.88
2932,157,3,True,False,2018,Vivo,120,1013.26
4394,205,1,True,False,2021,Oppo,60,450.02
3236,128,5,True,True,2025,OnePlus,120,1609.96
4405,172,2,False,False,2020,Vivo,120,556.42
5443,184,1,False,False,2023,OnePlus,60,185.96
4581,161,2,False,False,2021,Realme,60,1146.72
5317,190,1,False,False,2023,Samsung,60,1809.76
5736,140,5,True,False,2021,Realme,60,1342.55
4832,166,5,True,True,2024,OnePlus,60,1617.84
4509,218,1,True,True,2021,Vivo,60,126.54
3153,124,1,False,False,2022,Vivo,60,320.34
4665,177,3,False,True,2022,OnePlus,90,245.41
4217,171,2,True,True,2025,IPhone,60,1861.35
3976,221,4,False,False,2019,Oppo,60,1570.84
4899,126,4,False,True,2018,OnePlus,90,1139.07
5715,122,3,True,True,2019,Oppo,60,171.55
3161,155,2,False,False,2023,Oppo,120,349.07
4213,231,5,False,True,2022,Oppo,120,804.05
4420,168,3,False,True,2020,IPhone,90,920.34
4331,162,5,True,True,2024,Vivo,90,769.11
5950,227,5,True,True,2021,OnePlus,60,1596.14
5321,177,2,False,True,2019,IPhone,60,1566.6
5990,212,1,True,True,2020,Samsung,120,918.37
2704,203,1,False,True,2023,IPhone,120,792.96
3672,138,3,False,False,2021,Oppo,120,1351.27
3232,194,4,True,True,2019,Oppo,90,550.92
4352,231,3,True,False,2025,OnePlus,90,1131.45
4495,230,3,True,True,2022,Realme,90,1700.53
2815,243,3,False,False,2022,Realme,60,902.39
5036,207,2,True,False,2021,IPhone,90,921.81
3480,138,1,False,False,2021,Vivo,120,1617.09
3323,166,2,False,False,2024,Oppo,60,1011.18
2514,247,5,True,True,2019,Vivo,60,883.97
3167,130,4,False,False,2020,Oppo,120,1218.62
4958,148,3,True,True,2022,OnePlus,90,962.96
3479,134,1,True,False,2019,Oppo,60,886.62
4704,158,2,False,True,2021,Realme,90,537.09
5773,178,4,True,True,2020,Samsung,120,1049.78
5943,157,4,False,True,2021,Vivo,90,1032.22
5254,220,4,False,True,2021,OnePlus,120,599.62
5024,128,1,False,True,2024,OnePlus,90,370.93
4050,145,2,True,True,2023,OnePlus,120,1498.86
5486,129,1,True,False,2025,IPhone,90,1740.22
2900,207,5,True,False,2025,Vivo,60,672.44
4553,223,4,True,False,2020,Vivo,120,1922.69
5695,133,1,True,True,2024,Samsung,60,1720.75
5079,165,3,False,True,2021,Oppo,60,1373.37
4802,143,1,False,True,2021,Vivo,60,160.34
3426,185,3,False,True,2022,OnePlus,90,1346.46
2816,177,1,False,False,2020,Oppo,60,1792.7
2822,182,5,False,False,2025,Realme,90,1056.88
3364,169,2,True,True,2025,OnePlus,120,385.28
3894,197,1,False,True,2022,Oppo,120,1223.75
5198,247,3,True,False,2018,Realme,90,1662.81
3421,198,4,False,False,2021,Vivo,90,507.84
3461,189,1,True,True,2019,Oppo,120,932.59
3560,161,3,True,False,2023,Vivo,90,1464.75
5310,182,5,True,True,2023,Samsung,60,1866.69
3076,176,4,True,False,2024,Oppo,60,1251.42
4925,183,2,False,True,2019,Realme,60,654.18
5231,190,3,False,True,2020,Samsung,120,1107.8
3934,149,2,False,True,2019,IPhone,60,1402.39
3055,156,4,False,False,2023,Realme,90,1700.01
5192,171,1,False,False,2025,Samsung,120,1989.45
4851,135,3,True,False,2024,IPhone,60,1673.44
3154,231,1,True,True,2020,OnePlus,90,1613.87
4140,168,2,True,False,2018,IPhone,120,1175.5
4623,218,2,True,False,2018,OnePlus,90,534.43
2902,149,1,True,False,2023,Vivo,120,839.65
5822,123,4,True,False,2023,Vivo,60,941.12
5553,182,3,False,True,2018,Oppo,90,1849.27
5216,238,5,False,True,2022,OnePlus,90,320.86
2910,189,1,False,True,2019,Oppo,90,134.3
3837,195,1,True,False,2024,OnePlus,90,1615.38
3554,238,1,False,False,2019,IPhone,90,1808.51
3893,226,5,True,True,2019,Samsung,60,729.27
5021,124,1,True,False,2023,Realme,90,433.98
3535,188,5,False,False,2025,OnePlus,90,632.43
3613,144,1,True,False,2022,OnePlus,60,1855.53
3976,221,1,False,False,2022,Vivo,90,1754.95
4939,181,5,False,False,2024,Samsung,90,775.94
5795,155,5,True,True,2021,Samsung,90,225.64
5795,228,2,True,True,2019,Realme,60,1011.38
3705,142,1,True,False,2020,IPhone,120,191.76
2518,232,1,True,True,2023,OnePlus,120,1517.41
3873,129,3,False,True,2020,OnePlus,120,1263.33
3581,145,1,True,False,2021,Oppo,60,555.28
3720,236,2,True,False,2019,Samsung,120,1607.86
4300,159,2,False,True,2018,OnePlus,120,1001.49
4160,140,1,False,False,2020,Vivo,120,1501.06
3104,248,2,True,True,2023,Oppo,90,1952.23
4317,180,5,False,False,2018,Oppo,60,1807.75
5237,192,1,True,True,2022,IPhone,120,497.97
2504,158,4,False,True,2019,IPhone,60,1014.71
4150,160,5,False,True,2022,Realme,90,631.4
4198,237,5,True,False,2022,Oppo,120,926.45
2844,139,3,True,True,2023,OnePlus,90,1630.77
3539,250,5,True,False,2019,Samsung,120,1938.6
4708,131,2,True,True,2025,Oppo,120,1613.8
